"uf";"nome_munic";"populacao"
"SP";"Itirapuã";6543
"SP";"Itobi";7852
"SP";"Itu";175568
"SP";"Itupeva";62813
"SP";"Ituverava";42045
"SP";"Jaborandi";6946
"SP";"Jaboticabal";77652
"SP";"Jacareí";235416
"SP";"Jaci";7196
"SP";"Jacupiranga";17889
"SP";"Jaguariúna";58722
"SP";"Jales";49201
"SP";"Jambeiro";6717
"SP";"Jandira";126356
"SP";"Jardinópolis";44970
"SP";"Jarinu";30617
"SP";"Jaú";151881
"SP";"Jeriquara";3151
"SP";"Joanópolis";13338
"SP";"João Ramalho";4551
"SP";"José Bonifácio";37366
"SP";"Júlio Mesquita";4800
"SP";"Jumirim";3418
"SP";"Jundiaí";423006
"SP";"Junqueirópolis";20831
"SP";"Juquiá";18718
"SP";"Juquitiba";31646
"SP";"Lagoinha";4889
"SP";"Laranjal Paulista";28785
"SP";"Lavínia";12285
"SP";"Lavrinhas";7311
"SP";"Leme";104346
"SP";"Lençóis Paulista";68990
"SP";"Limeira";308482
"SP";"Lindóia";8092
"SP";"Lins";78503
"SP";"Lorena";89125
"SP";"Lourdes";2300
"SP";"Louveira";49993
"SP";"Lucélia";21886
"SP";"Lucianópolis";2403
"SP";"Luís Antônio";15292
"SP";"Luiziânia";5855
"SP";"Lupércio";4596
"SP";"Lutécia";2636
"SP";"Macatuba";17214
"SP";"Macaubal";8147
"SP";"Macedônia";3692
"SP";"Magda";3102
"SP";"Mairinque";47441
"SP";"Mairiporã";101937
"SP";"Manduri";9910
"SP";"Marabá Paulista";5948
"SP";"Maracaí";14036
"SP";"Marapoama";3064
"SP";"Mariápolis";4091
"SP";"Marília";240590
"SP";"Marinópolis";2106
"SP";"Martinópolis";26628
"SP";"Matão";83626
"SP";"Mauá";477552
"SP";"Mendonça";5565
"SP";"Meridiano";3824
"SP";"Mesópolis";1905
"SP";"Miguelópolis";22355
"SP";"Mineiros do Tietê";12966
"SP";"Miracatu";19643
"SP";"Mira Estrela";3106
"SP";"Mirandópolis";29706
"SP";"Mirante do Paranapanema";18338
"SP";"Mirassol";60303
"SP";"Mirassolândia";4919
"SP";"Mococa";68980
"SP";"Mogi das Cruzes";450785
"SP";"Mogi Guaçu";153033
"SP";"Mogi Mirim";93650
"SP";"Mombuca";3508
"SP";"Monções";2267
"SP";"Mongaguá";57648
"SP";"Monte Alegre do Sul";8111
"SP";"Monte Alto";50772
"SP";"Monte Aprazível";25373
"SP";"Monte Azul Paulista";18968
"SP";"Monte Castelo";4166
"SP";"Monteiro Lobato";4696
"SP";"Monte Mor";60754
"SP";"Morro Agudo";33288
"SP";"Morungaba";13781
"SP";"Motuca";4795
"SP";"Murutinga do Sul";4506
"SP";"Nantes";3179
"SP";"Narandiba";4904
"SP";"Natividade da Serra";6642
"SP";"Nazaré Paulista";18698
"SP";"Neves Paulista";8923
"SP";"Nhandeara";11527
"SP";"Nipoã";5298
"SP";"Nova Aliança";7068
"SP";"Nova Campina";9860
"SP";"Nova Canaã Paulista";1852
"SP";"Nova Castilho";1278
"SP";"Nova Europa";11355
"SP";"Nova Granada";21689
"SP";"Nova Guataporanga";2325
"SP";"Nova Independência";4053
"SP";"Novais";5945
"SP";"Nova Luzitânia";4160
"SP";"Nova Odessa";60956
"SP";"Novo Horizonte";41414
"SP";"Nuporanga";7478
"SP";"Ocauçu";4291
"SP";"Óleo";2471
"SP";"Olímpia";55130
"SP";"Onda Verde";4422
"SP";"Oriente";6542
"SP";"Orindiúva";7194
"SP";"Orlândia";44360
"SP";"Osasco";699944
"SP";"Oscar Bressane";2603
"SP";"Osvaldo Cruz";33000
"SP";"Ourinhos";114352
"SP";"Ouroeste";10539
"SP";"Ouro Verde";8620
"SP";"Pacaembu";14263
"SP";"Palestina";13123
"SP";"Palmares Paulista";13486
"SP";"Palmeira d'Oeste";9227
"SP";"Palmital";22272
"SP";"Panorama";15862
"SP";"Paraguaçu Paulista";45945
"SP";"Paraibuna";18263
"SP";"Paraíso";6496
"SP";"Paranapanema";20395
"SP";"Paranapuã";4095
"SP";"Parapuã";10949
"SP";"Pardinho";6508
"SP";"Pariquera-Açu";19723
"SP";"Parisi";2169
"SP";"Patrocínio Paulista";14807
"SP";"Paulicéia";7454
"SP";"Paulínia";112003
"SP";"Paulistânia";1834
"SP";"Paulo de Faria";8959
"SP";"Pederneiras";47111
"SP";"Pedra Bela";6110
"SP";"Pedranópolis";2481
"SP";"Pedregulho";16811
"SP";"Pedreira";48463
"SP";"Pedrinhas Paulista";3101
"SP";"Pedro de Toledo";11421
"SP";"Penápolis";63757
"SP";"Pereira Barreto";25677
"SP";"Pereiras";8773
"SP";"Peruíbe";69001
"SP";"Piacatu";6038
"SP";"Piedade";55542
"SP";"Pilar do Sul";29402
"SP";"Pindamonhangaba";170132
"SP";"Pindorama";17216
"SP";"Pinhalzinho";15388
"SP";"Piquerobi";3699
"SP";"Piquete";13575
"SP";"Piracaia";27462
"SP";"Piracicaba";407252
"SP";"Piraju";29869
"SP";"Pirajuí";25719
"SP";"Pirangi";11471
"SP";"Pirapora do Bom Jesus";19178
"SP";"Pirapozinho";27754
"SP";"Pirassununga";76877
"SP";"Piratininga";13765
"SP";"Pitangueiras";40080
"SP";"Planalto";5304
"SP";"Platina";3578
"SP";"Poá";118349
"SP";"Poloni";6113
"SP";"Pompéia";22172
"SP";"Pongaí";3400
"SP";"Pontal";50852
"SP";"Pontalinda";4674
"SP";"Pontes Gestal";2577
"SP";"Populina";4152
"SP";"Porangaba";10067
"SP";"Porto Feliz";53402
"SP";"Porto Ferreira";56504
"SP";"Potim";25130
"SP";"Potirendaba";17516
"SP";"Pracinha";4212
"SP";"Pradópolis";21873
"SP";"Praia Grande";330845
"SP";"Pratânia";5317
"SP";"Presidente Alves";4080
"SP";"Presidente Bernardes";13023
"SP";"Presidente Epitácio";44389
"SP";"Presidente Prudente";230371
"SP";"Presidente Venceslau";39583
"SP";"Promissão";40828
"SP";"Quadra";3854
"SP";"Quatá";14210
"SP";"Queiroz";3460
"SP";"Queluz";13606
"SP";"Quintana";6688
"SP";"Rafard";9101
"SP";"Rancharia";29726
"SP";"Redenção da Serra";3839
"SP";"Regente Feijó";20394
"SP";"Reginópolis";9837
"SP";"Registro";56393
"SP";"Restinga";7679
"SP";"Ribeira";3330
"SP";"Ribeirão Bonito";13299
"SP";"Ribeirão Branco";16211
"SP";"Ribeirão Corrente";4752
"SP";"Ribeirão do Sul";4539
"SP";"Ribeirão dos Índios";2224
"SP";"Ribeirão Grande";7679
"SP";"Ribeirão Pires";124159
"SP";"Ribeirão Preto";711825
"SP";"Riversul";5443
"SP";"Rifaina";3640
"SP";"Rincão";10812
"SP";"Rinópolis";9961
"SP";"Rio Claro";208008
"SP";"Rio das Pedras";35738
"SP";"Rio Grande da Serra";51436
"SP";"Riolândia";12689
"SP";"Rosana";16281
"SP";"Roseira";10801
"SP";"Rubiácea";3162
"SP";"Rubinéia";3170
"SP";"Sabino";5614
"SP";"Sagres";2430
"SP";"Sales";6407
"SP";"Sales Oliveira";11998
"SP";"Salesópolis";17252
"SP";"Salmourão";5337
"SP";"Saltinho";8393
"SP";"Salto";119736
"SP";"Salto de Pirapora";45860
"SP";"Salto Grande";9364
"SP";"Sandovalina";4354
"SP";"Santa Adélia";15561
"SP";"Santa Albertina";6022
"SP";"Santa Bárbara d'Oeste";194390
"SP";"Santa Branca";14857
"SP";"Santa Clara d'Oeste";2113
"SP";"Santa Cruz da Conceição";4544
"SP";"Santa Cruz da Esperança";2153
"SP";"Santa Cruz das Palmeiras";34737
"SP";"Santa Cruz do Rio Pardo";47943
"SP";"Santa Ernestina";5588
"SP";"Santa Fé do Sul";32563
"SP";"Santa Gertrudes";27381
"SP";"Santa Isabel";57966
"SP";"Santa Lúcia";8854
"SP";"Santa Maria da Serra";6236
"SP";"Santa Mercedes";2943
"SP";"Santana da Ponte Pensa";1467
"SP";"Santana de Parnaíba";142301
"SP";"Santa Rita d'Oeste";2487
"SP";"Santa Rita do Passa Quatro";27600
"SP";"Santa Rosa de Viterbo";26753
"SP";"Santa Salete";1552
"SP";"Santo Anastácio";20866
"SP";"Santo André";721368
"SP";"Santo Antônio da Alegria";6977
"SP";"Santo Antônio de Posse";23529
"SP";"Santo Antônio do Aracanguá";8481
"SP";"Santo Antônio do Jardim";5940
"SP";"Santo Antônio do Pinhal";6827
"SP";"Santo Expedito";3135
"SP";"Santópolis do Aguapeí";4817
"SP";"Santos";433656
"SP";"São Bento do Sapucaí";10893
"SP";"São Bernardo do Campo";844483
"SP";"São Caetano do Sul";161957
"SP";"São Carlos";254484
"SP";"São Francisco";2817
"SP";"São João da Boa Vista";91771
"SP";"São João das Duas Pontes";2561
"SP";"São João de Iracema";1932
"SP";"São João do Pau d'Alho";2100
"SP";"São Joaquim da Barra";52319
"SP";"São José da Bela Vista";8960
"SP";"São José do Barreiro";4144
"SP";"São José do Rio Pardo";55124
"SP";"São José do Rio Preto";464983
"SP";"São José dos Campos";729737
"SP";"São Lourenço da Serra";15978
"SP";"São Luiz do Paraitinga";10690
"SP";"São Manuel";41123
"SP";"São Miguel Arcanjo";33002
"SP";"São Paulo";12325232
"SP";"São Pedro";35980
"SP";"São Pedro do Turvo";7696
"SP";"São Roque";92060
"SP";"São Sebastião";90328
"SP";"São Sebastião da Grama";12159
"SP";"São Simão";15385
"SP";"São Vicente";368355
"SP";"Sarapuí";10390
"SP";"Sarutaiá";3630
"SP";"Sebastianópolis do Sul";3554
"SP";"Serra Azul";14981
"SP";"Serrana";45644
"SP";"Serra Negra";29452
"SP";"Sertãozinho";127142
"SP";"Sete Barras";12780
"SP";"Severínia";17661
"SP";"Silveiras";6339
"SP";"Socorro";41352
"SP";"Sorocaba";687357
"SP";"Sud Mennucci";7728
"SP";"Sumaré";286211
"SP";"Suzano";300559
"SP";"Suzanápolis";4014
"SP";"Tabapuã";12485
"SP";"Tabatinga";16644
"SP";"Taboão da Serra";293652
"SP";"Taciba";6329
"SP";"Taguaí";14141
"SP";"Taiaçu";6320
"SP";"Taiúva";5564
"SP";"Tambaú";23232
"SP";"Tanabi";26101
"SP";"Tapiraí";7766
"SP";"Tapiratiba";12950
"SP";"Taquaral";2813
"SP";"Taquaritinga";57364
"SP";"Taquarituba";23256
"SP";"Taquarivaí";5911
"SP";"Tarabai";7540
"SP";"Tarumã";15183
"SP";"Tatuí";122967
"SP";"Taubaté";317915
"SP";"Tejupá";4491
"SP";"Teodoro Sampaio";23273
"SP";"Terra Roxa";9437
"SP";"Tietê";42517
"SP";"Timburi";2652
"SP";"Torre de Pedra";2422
"SP";"Torrinha";10056
"SP";"Trabiju";1738
"SP";"Tremembé";47714
"SP";"Três Fronteiras";5832
"SP";"Tuiuti";6977
"SP";"Tupã";65570
"SP";"Tupi Paulista";15583
"SP";"Turiúba";2020
"SP";"Turmalina";1696
"SP";"Ubarana";6400
"SP";"Ubatuba";91824
"SP";"Ubirajara";4804
"SP";"Uchoa";10151
"SP";"União Paulista";1865
"SP";"Urânia";9120
"SP";"Uru";1153
"SP";"Urupês";13888
"SP";"Valentim Gentil";13532
"SP";"Valinhos";131210
"SP";"Valparaíso";26822
"SP";"Vargem";10692
"SP";"Vargem Grande do Sul";43110
"SP";"Vargem Grande Paulista";53468
"SP";"Várzea Paulista";123071
"SP";"Vera Cruz";10823
"SP";"Vinhedo";80111
"SP";"Viradouro";19017
"SP";"Vista Alegre do Alto";8989
"SP";"Vitória Brasil";1846
"SP";"Votorantim";123599
"SP";"Votuporanga";95338
"SP";"Zacarias";2752
"SP";"Chavantes";12418
"SP";"Estiva Gerbi";11407
"PR";"Abatiá";7408
"PR";"Adrianópolis";5857
"PR";"Agudos do Sul";9470
"PR";"Almirante Tamandaré";120041
"PR";"Altamira do Paraná";1682
"PR";"Altônia";22176
"PR";"Alto Paraná";14859
"PR";"Alto Piquiri";9778
"PR";"Alvorada do Sul";11503
"PR";"Amaporã";6332
"PR";"Ampére";19311
"PR";"Anahy";2788
"PR";"Andirá";19926
"PR";"Ângulo";2930
"PR";"Antonina";18949
"PR";"Antônio Olinto";7427
"PR";"Apucarana";136234
"PR";"Arapongas";124810
"PR";"Arapoti";28300
"PR";"Arapuã";3009
"PR";"Araruna";14000
"PR";"Araucária";146214
"PR";"Ariranha do Ivaí";2066
"PR";"Assaí";14954
"PR";"Assis Chateaubriand";33340
"PR";"Astorga";26209
"PR";"Atalaia";3881
"PR";"Balsa Nova";13092
"PR";"Bandeirantes";31211
"PR";"Barbosa Ferraz";11426
"PR";"Barracão";10312
"PR";"Barra do Jacaré";2781
"PR";"Bela Vista da Caroba";3457
"PR";"Bela Vista do Paraíso";15399
"PR";"Bituruna";16400
"PR";"Boa Esperança";4047
"PR";"Boa Esperança do Iguaçu";2470
"PR";"Boa Ventura de São Roque";6365
"PR";"Boa Vista da Aparecida";7540
"PR";"Bocaiúva do Sul";13129
"PR";"Bom Jesus do Sul";3506
"PR";"Bom Sucesso";7068
"PR";"Bom Sucesso do Sul";3254
"PR";"Borrazópolis";6439
"PR";"Braganey";5382
"PR";"Brasilândia do Sul";2585
"PR";"Cafeara";2954
"PR";"Cafelândia";18456
"PR";"Cafezal do Sul";4009
"PR";"Califórnia";8606
"PR";"Cambará";25466
"PR";"Cambé";107341
"PR";"Cambira";7917
"PR";"Campina da Lagoa";14043
"PR";"Campina do Simão";3859
"PR";"Campina Grande do Sul";43685
"PR";"Campo Bonito";3763
"PR";"Campo do Tenente";8045
"PR";"Campo Largo";133865
"PR";"Campo Magro";29740
"PR";"Campo Mourão";95488
"PR";"Cândido de Abreu";14809
"PR";"Candói";16053
"PR";"Cantagalo";13329
"PR";"Capanema";19148
"PR";"Capitão Leônidas Marques";15834
"PR";"Carambeí";23825
"PR";"Carlópolis";14356
"PR";"Cascavel";332333
"PR";"Castro";71809
"PR";"Catanduvas";10167
"PR";"Centenário do Sul";10764
"PR";"Cerro Azul";17833
"PR";"Céu Azul";11819
"PR";"Chopinzinho";19167
"PR";"Cianorte";83816
"PR";"Cidade Gaúcha";12797
"PR";"Clevelândia";16450
"PR";"Colombo";246540
"PR";"Colorado";24145
"PR";"Congonhinhas";8857
"PR";"Conselheiro Mairinck";3876
"PR";"Contenda";18837
"PR";"Corbélia";17117
"PR";"Cornélio Procópio";47842
"PR";"Coronel Domingos Soares";7518
"PR";"Coronel Vivida";20580
"PR";"Corumbataí do Sul";3127
"PR";"Cruzeiro do Iguaçu";4240
"PR";"Cruzeiro do Oeste";20947
"PR";"Cruzeiro do Sul";4449
"PR";"Cruz Machado";18741
"PR";"Cruzmaltina";2921
"PR";"Curitiba";1948626
"PR";"Curiúva";15196
"PR";"Diamante do Norte";5030
"PR";"Diamante do Sul";3424
"PR";"Diamante D'Oeste";5266
"PR";"Dois Vizinhos";41038
"PR";"Douradina";8869
"PR";"Doutor Camargo";5983
"PR";"Enéas Marques";5933
"PR";"Engenheiro Beltrão";13981
"PR";"Esperança Nova";1665
"PR";"Entre Rios do Oeste";4596
"PR";"Espigão Alto do Iguaçu";4048
"PR";"Farol";3041
"PR";"Faxinal";17316
"PR";"Fazenda Rio Grande";102004
"PR";"Fênix";4748
"PR";"Fernandes Pinheiro";5602
"PR";"Figueira";7696
"PR";"Floraí";4906
"PR";"Flor da Serra do Sul";4603
"PR";"Floresta";6851
"PR";"Florestópolis";10453
"PR";"Flórida";2699
"PR";"Formosa do Oeste";6460
"PR";"Foz do Iguaçu";258248
"PR";"Francisco Alves";5993
"PR";"Francisco Beltrão";92216
"PR";"Foz do Jordão";4556
"PR";"General Carneiro";13685
"PR";"Godoy Moreira";2898
"PR";"Goioerê";28808
"PR";"Goioxim";7053
"PR";"Grandes Rios";5497
"PR";"Guaíra";33310
"PR";"Guairaçá";6609
"PR";"Guamiranga";8811
"PR";"Guapirama";3784
"PR";"Guaporema";2241
"PR";"Guaraci";5530
"PR";"Guaraniaçu";12217
"PR";"Guarapuava";182644
"PR";"Guaraqueçaba";7594
"PR";"Guaratuba";37527
"PR";"Honório Serpa";5119
"PR";"Ibaiti";31644
"PR";"Ibema";6370
"PR";"Ibiporã";55131
"PR";"Icaraíma";7786
"PR";"Iguaraçu";4440
"PR";"Iguatu";2253
"PR";"Imbaú";13282
"PR";"Imbituva";32940
"PR";"Inácio Martins";11121
"PR";"Inajá";3116
"PR";"Indianópolis";4465
"PR";"Ipiranga";15251
"PR";"Iporã";13782
"PR";"Iracema do Oeste";2251
"PR";"Irati";61088
"PR";"Iretama";10098
"PR";"Itaguajé";4446
"PR";"Itaipulândia";11385
"PR";"Itambaracá";6549
"PR";"Itambé";6109
"PR";"Itapejara d'Oeste";12094
"PR";"Itaperuçu";29070
"PR";"Itaúna do Sul";2781
"PR";"Ivaí";13965
"PR";"Ivaiporã";31935
"PR";"Ivaté";8240
"PR";"Ivatuba";3279
"PR";"Jaboti";5303
"PR";"Jacarezinho";39322
"PR";"Jaguapitã";13742
"PR";"Jaguariaíva";35027
"PR";"Jandaia do Sul";21230
"PR";"Janiópolis";5095
"PR";"Japira";4930
"PR";"Japurá";9500
"PR";"Jardim Alegre";11196
"PR";"Jardim Olinda";1320
"PR";"Jataizinho";12638
"PR";"Jesuítas";8330
"PR";"Joaquim Távora";12009
"PR";"Jundiaí do Sul";3269
"PR";"Juranda";7292
"PR";"Jussara";7041
"PR";"Kaloré";4047
"PR";"Lapa";48410
"PR";"Laranjal";5784
"PR";"Laranjeiras do Sul";32139
"PR";"Leópolis";3925
"PR";"Lidianópolis";3231
"PR";"Lindoeste";4592
"PR";"Loanda";23242
"PR";"Lobato";4819
"PR";"Londrina";575377
"PR";"Luiziana";7240
"PR";"Lunardelli";4744
"PR";"Lupionópolis";4945
"PR";"Mallet";13663
"PR";"Mamborê";13014
"PR";"Mandaguaçu";23100
"PR";"Mandaguari";34515
"PR";"Mandirituba";27315
"PR";"Manfrinópolis";2506
"PR";"Mangueirinha";16642
"PR";"Manoel Ribas";13510
"PR";"Marechal Cândido Rondon";53495
"PR";"Maria Helena";5634
"PR";"Marialva";35804
"PR";"Marilândia do Sul";8814
"PR";"Marilena";7084
"PR";"Mariluz";10336
"PR";"Maringá";430157
"PR";"Mariópolis";6632
"PR";"Maripá";5582
"PR";"Marmeleiro";14387
"PR";"Marquinho";4340
"PR";"Marumbi";4677
"PR";"Matelândia";18107
"PR";"Matinhos";35219
"PR";"Mato Rico";3206
"PR";"Mauá da Serra";10800
"PR";"Medianeira";46574
"PR";"Mercedes";5577
"PR";"Mirador";2196
"PR";"Miraselva";1796
"PR";"Missal";10704
"PR";"Moreira Sales";12042
"PR";"Morretes";16446
"PR";"Munhoz de Melo";4009
"PR";"Nossa Senhora das Graças";4008
"PR";"Nova Aliança do Ivaí";1551
"PR";"Nova América da Colina";3434
"PR";"Nova Aurora";10299
"PR";"Nova Cantu";5061
"PR";"Nova Esperança";27984
"PR";"Nova Esperança do Sudoeste";5030
"PR";"Nova Fátima";8136
"PR";"Nova Laranjeiras";11507
"PR";"Nova Londrina";13200
"PR";"Nova Olímpia";5826
"PR";"Nova Santa Bárbara";4277
"PR";"Nova Santa Rosa";8266
"PR";"Nova Prata do Iguaçu";10544
"PR";"Nova Tebas";5448
"PR";"Novo Itacolomi";2840
"PR";"Ortigueira";21960
"PR";"Ourizona";3425
"PR";"Ouro Verde do Oeste";6016
"PR";"Paiçandu";41773
"PR";"Palmas";51755
"PR";"Palmeira";33994
"PR";"Palmital";12960
"PR";"Palotina";32121
"PR";"Paraíso do Norte";14023
"PR";"Paranacity";11580
"PR";"Paranaguá";156174
"PR";"Paranapoema";3241
"PR";"Paranavaí";88922
"PR";"Pato Bragado";5684
"PR";"Pato Branco";83843
"PR";"Paula Freitas";5908
"PR";"Paulo Frontin";7387
"PR";"Peabiru";14007
"PR";"Perobal";6160
"PR";"Pérola";11321
"PR";"Pérola d'Oeste";6288
"PR";"Piên";12882
"PR";"Pinhais";133490
"PR";"Pinhalão";6324
"PR";"Pinhal de São Bento";2737
"PR";"Pinhão";32559
"PR";"Piraí do Sul";25617
"PR";"Piraquara";114970
"PR";"Pitanga";29994
"PR";"Pitangueiras";3262
"PR";"Planaltina do Paraná";4272
"PR";"Planalto";13431
"PR";"Ponta Grossa";355336
"PR";"Pontal do Paraná";27915
"PR";"Porecatu";12748
"PR";"Porto Amazonas";4874
"PR";"Porto Barreiro";3184
"PR";"Porto Rico";2556
"PR";"Porto Vitória";4061
"PR";"Prado Ferreira";3780
"PR";"Pranchita";5095
"PR";"Presidente Castelo Branco";5351
"PR";"Primeiro de Maio";11130
"PR";"Prudentópolis";52513
"PR";"Quarto Centenário";4465
"PR";"Quatiguá";7477
"PR";"Quatro Barras";23911
"PR";"Quatro Pontes";4029
"PR";"Quedas do Iguaçu";34409
"PR";"Querência do Norte";12232
"PR";"Quinta do Sol";4508
"PR";"Quitandinha";19221
"PR";"Ramilândia";4476
"PR";"Rancho Alegre";3784
"PR";"Rancho Alegre D'Oeste";2628
"PR";"Realeza";16950
"PR";"Rebouças";14946
"PR";"Renascença";6787
"PR";"Reserva";26825
"PR";"Reserva do Iguaçu";8069
"PR";"Ribeirão Claro";10645
"PR";"Ribeirão do Pinhal";12948
"PR";"Rio Azul";15336
"PR";"Rio Bom";3182
"PR";"Rio Bonito do Iguaçu";13255
"PR";"Rio Branco do Ivaí";4109
"PR";"Rio Branco do Sul";32517
"PR";"Rio Negro";34411
"PR";"Rolândia";67383
"PR";"Roncador";9645
"PR";"Rondon";9622
"PR";"Rosário do Ivaí";4689
"PR";"Sabáudia";6891
"PR";"Salgado Filho";3483
"PR";"Salto do Itararé";4898
"PR";"Salto do Lontra";14872
"PR";"Santa Amélia";3266
"PR";"Santa Cecília do Pavão";3293
"PR";"Santa Cruz de Monte Castelo";7751
"PR";"Santa Fé";12186
"PR";"Santa Helena";26767
"PR";"Santa Inês";1594
"PR";"Santa Isabel do Ivaí";8523
"PR";"Santa Izabel do Oeste";14794
"PR";"Santa Lúcia";3793
"PR";"Santa Maria do Oeste";9410
"PR";"Santa Mariana";11622
"PR";"Santa Mônica";4017
"PR";"Santana do Itararé";4954
"PR";"Santa Tereza do Oeste";10096
"PR";"Santa Terezinha de Itaipu";23699
"PR";"Santo Antônio da Platina";46251
"PR";"Santo Antônio do Caiuá";2626
"PR";"Santo Antônio do Paraíso";2068
"PR";"Santo Antônio do Sudoeste";20261
"PR";"Santo Inácio";5416
"PR";"São Carlos do Ivaí";6920
"PR";"São Jerônimo da Serra";11128
"PR";"São João";10181
"PR";"São João do Caiuá";5837
"PR";"São João do Ivaí";10056
"PR";"São João do Triunfo";15241
"PR";"São Jorge d'Oeste";9028
"PR";"São Jorge do Ivaí";5543
"PR";"São Jorge do Patrocínio";5586
"PR";"São José da Boa Vista";6160
"PR";"São José das Palmeiras";3627
"PR";"São José dos Pinhais";329058
"PR";"São Manoel do Paraná";2163
"PR";"São Mateus do Sul";46705
"PR";"São Miguel do Iguaçu";27576
"PR";"São Pedro do Iguaçu";5820
"PR";"São Pedro do Ivaí";11046
"PR";"São Pedro do Paraná";2289
"PR";"São Sebastião da Amoreira";8859
"PR";"São Tomé";5750
"PR";"Sapopema";6722
"PR";"Sarandi";97803
"PR";"Saudade do Iguaçu";5539
"PR";"Sengés";19385
"PR";"Serranópolis do Iguaçu";4477
"PR";"Sertaneja";5216
"PR";"Sertanópolis";16413
"PR";"Siqueira Campos";21249
"PR";"Sulina";2930
"PR";"Tamarana";15040
"PR";"Tamboara";5158
"PR";"Tapejara";16345
"PR";"Tapira";5495
"PR";"Teixeira Soares";12567
"PR";"Telêmaco Borba";79792
"PR";"Terra Boa";17200
"PR";"Terra Rica";16924
"PR";"Terra Roxa";17522
"PR";"Tibagi";20607
"PR";"Tijucas do Sul";17084
"PR";"Toledo";142645
"PR";"Tomazina";7807
"PR";"Três Barras do Paraná";12038
"PR";"Tunas do Paraná";9022
"PR";"Tuneiras do Oeste";8533
"PR";"Tupãssi";8109
"PR";"Turvo";13095
"PR";"Ubiratã";20909
"PR";"Umuarama";112500
"PR";"União da Vitória";57913
"PR";"Uniflor";2614
"PR";"Uraí";11273
"PR";"Wenceslau Braz";19386
"PR";"Ventania";12088
"PR";"Vera Cruz do Oeste";8454
"PR";"Verê";7174
"PR";"Alto Paraíso";2685
"PR";"Doutor Ulysses";5552
"PR";"Virmond";4022
"PR";"Vitorino";6859
"PR";"Xambrê";5630
"SC";"Abdon Batista";2548
"SC";"Abelardo Luz";17960
"SC";"Agrolândia";11013
"SC";"Agronômica";5509
"SC";"Água Doce";7152
"SC";"Águas de Chapecó";6515
"SC";"Águas Frias";2354
"SC";"Águas Mornas";6559
"SC";"Alfredo Wagner";10086
"SC";"Alto Bela Vista";1926
"SC";"Anchieta";5557
"SC";"Angelina";4743
"SC";"Anita Garibaldi";6957
"SC";"Anitápolis";3228
"SC";"Antônio Carlos";8613
"SC";"Apiúna";10848
"SC";"Arabutã";4267
"SC";"Araquari";39524
"SC";"Araranguá";68867
"SC";"Armazém";8759
"SC";"Arroio Trinta";3549
"SC";"Arvoredo";2234
"SC";"Ascurra";7978
"SC";"Atalanta";3195
"SC";"Aurora";5683
"SC";"Balneário Arroio do Silva";13430
"SC";"Balneário Camboriú";145796
"SC";"Balneário Barra do Sul";11035
"SC";"Balneário Gaivota";11260
"SC";"Bandeirante";2648
"SC";"Barra Bonita";1651
"SC";"Barra Velha";29860
"SC";"Bela Vista do Toldo";6362
"SC";"Belmonte";2709
"SC";"Benedito Novo";11775
"SC";"Biguaçu";69486
"SC";"Blumenau";361855
"SC";"Bocaina do Sul";3488
"SC";"Bombinhas";20335
"SC";"Bom Jardim da Serra";4772
"SC";"Bom Jesus";3057
"SC";"Bom Jesus do Oeste";2139
"SC";"Bom Retiro";10060
"SC";"Botuverá";5322
"SC";"Braço do Norte";33876
"SC";"Braço do Trombudo";3769
"SC";"Brunópolis";2368
"SC";"Brusque";137689
"SC";"Caçador";79313
"SC";"Caibi";6130
"SC";"Calmon";3335
"SC";"Camboriú";85105
"SC";"Capão Alto";2496
"SC";"Campo Alegre";11981
"SC";"Campo Belo do Sul";6952
"SC";"Campo Erê";8418
"SC";"Campos Novos";36556
"SC";"Canelinha";12398
"SC";"Canoinhas";54480
"SC";"Capinzal";23035
"SC";"Capivari de Baixo";25177
"SC";"Catanduvas";10984
"SC";"Caxambu do Sul";3551
"SC";"Celso Ramos";2719
"SC";"Cerro Negro";3068
"SC";"Chapadão do Lageado";3006
"SC";"Chapecó";224013
"SC";"Cocal do Sul";16821
"SC";"Concórdia";75167
"SC";"Cordilheira Alta";4520
"SC";"Coronel Freitas";9940
"SC";"Coronel Martins";2555
"SC";"Corupá";16107
"SC";"Correia Pinto";12553
"SC";"Criciúma";217311
"SC";"Cunha Porã";11118
"SC";"Cunhataí";1967
"SC";"Curitibanos";39893
"SC";"Descanso";8192
"SC";"Dionísio Cerqueira";15545
"SC";"Dona Emma";4186
"SC";"Doutor Pedrinho";4115
"SC";"Entre Rios";3218
"SC";"Ermo";2061
"SC";"Erval Velho";4418
"SC";"Faxinal dos Guedes";10649
"SC";"Flor do Sertão";1579
"SC";"Florianópolis";508826
"SC";"Formosa do Sul";2495
"SC";"Forquilhinha";27211
"SC";"Fraiburgo";36584
"SC";"Frei Rogério";1970
"SC";"Galvão";2791
"SC";"Garopaba";23579
"SC";"Garuva";18484
"SC";"Gaspar";70793
"SC";"Governador Celso Ramos";14606
"SC";"Grão Pará";6595
"SC";"Gravatal";11577
"SC";"Guabiruba";24382
"SC";"Guaraciaba";10026
"SC";"Guaramirim";45797
"SC";"Guarujá do Sul";5178
"SC";"Guatambú";4698
"SC";"Herval d'Oeste";22714
"SC";"Ibiam";1954
"SC";"Ibicaré";3178
"SC";"Ibirama";19096
"SC";"Içara";57247
